,,Missing,Overall
"red_blood_cell, n (%)",4.213490653,,1 (0.0)
"red_blood_cell, n (%)",4.237802154,,1 (0.0)
"red_blood_cell, n (%)",4.310736657,,1 (0.0)
"red_blood_cell, n (%)",4.335048157,,1 (0.0)
"red_blood_cell, n (%)",4.40798266,,2 (0.0)
"red_blood_cell, n (%)",4.408760628,,8 (0.1)
"cycle_number, n (%)",1,,3399 (22.0)
"cycle_number, n (%)",10,,412 (2.7)
"cycle_number, n (%)",11,,368 (2.4)
"cycle_number, n (%)",12,,322 (2.1)
"cycle_number, n (%)",13,,239 (1.5)
"cycle_number, n (%)",14,,201 (1.3)
"cycle_number, n (%)",15,,170 (1.1)
"cycle_number, n (%)",16,,149 (1.0)
"cycle_number, n (%)",17,,133 (0.9)
"cycle_number, n (%)",18,,122 (0.8)
"cycle_number, n (%)",19,,109 (0.7)
"cycle_number, n (%)",2,,2138 (13.8)
"cycle_number, n (%)",20,,107 (0.7)
"cycle_number, n (%)",21,,99 (0.6)
"cycle_number, n (%)",22,,95 (0.6)
"cycle_number, n (%)",23,,80 (0.5)
"cycle_number, n (%)",24,,81 (0.5)
"cycle_number, n (%)",25,,71 (0.5)
"cycle_number, n (%)",26,,60 (0.4)
"cycle_number, n (%)",27,,56 (0.4)
"cycle_number, n (%)",28,,57 (0.4)
"cycle_number, n (%)",29,,50 (0.3)
"cycle_number, n (%)",3,,1500 (9.7)
"cycle_number, n (%)",30,,44 (0.3)
"cycle_number, n (%)",31,,43 (0.3)
"cycle_number, n (%)",32,,42 (0.3)
"cycle_number, n (%)",33,,35 (0.2)
"cycle_number, n (%)",34,,32 (0.2)
"cycle_number, n (%)",35,,27 (0.2)
"cycle_number, n (%)",36,,26 (0.2)
"cycle_number, n (%)",37,,24 (0.2)
"cycle_number, n (%)",38,,23 (0.1)
"cycle_number, n (%)",39,,20 (0.1)
"cycle_number, n (%)",4,,1264 (8.2)
"cycle_number, n (%)",40,,19 (0.1)
"cycle_number, n (%)",41,,17 (0.1)
"cycle_number, n (%)",42,,13 (0.1)
"cycle_number, n (%)",43,,11 (0.1)
"cycle_number, n (%)",44,,10 (0.1)
"cycle_number, n (%)",45,,10 (0.1)
"cycle_number, n (%)",46,,7 (0.0)
"cycle_number, n (%)",47,,7 (0.0)
"cycle_number, n (%)",48,,5 (0.0)
"cycle_number, n (%)",49,,7 (0.0)
"cycle_number, n (%)",5,,1052 (6.8)
"cycle_number, n (%)",50,,5 (0.0)
"cycle_number, n (%)",51,,6 (0.0)
"cycle_number, n (%)",52,,6 (0.0)
"cycle_number, n (%)",53,,7 (0.0)
"cycle_number, n (%)",54,,6 (0.0)
"cycle_number, n (%)",55,,3 (0.0)
"cycle_number, n (%)",56,,3 (0.0)
"cycle_number, n (%)",57,,3 (0.0)
"cycle_number, n (%)",58,,2 (0.0)
"cycle_number, n (%)",59,,3 (0.0)
"cycle_number, n (%)",6,,898 (5.8)
"cycle_number, n (%)",60,,2 (0.0)
"cycle_number, n (%)",61,,2 (0.0)
"cycle_number, n (%)",62,,2 (0.0)
"cycle_number, n (%)",63,,2 (0.0)
"cycle_number, n (%)",64,,2 (0.0)
"cycle_number, n (%)",65,,3 (0.0)
"cycle_number, n (%)",66,,3 (0.0)
"cycle_number, n (%)",67,,3 (0.0)
"cycle_number, n (%)",68,,3 (0.0)
"cycle_number, n (%)",69,,3 (0.0)
"cycle_number, n (%)",7,,634 (4.1)
"cycle_number, n (%)",70,,3 (0.0)
"cycle_number, n (%)",71,,3 (0.0)
"cycle_number, n (%)",72,,3 (0.0)
"cycle_number, n (%)",73,,3 (0.0)
"cycle_number, n (%)",74,,3 (0.0)
"cycle_number, n (%)",75,,3 (0.0)
"cycle_number, n (%)",76,,4 (0.0)
"cycle_number, n (%)",77,,3 (0.0)
"cycle_number, n (%)",78,,2 (0.0)
"cycle_number, n (%)",79,,3 (0.0)
"cycle_number, n (%)",8,,584 (3.8)
"cycle_number, n (%)",80,,2 (0.0)
"cycle_number, n (%)",81,,1 (0.0)
"cycle_number, n (%)",82,,1 (0.0)
"cycle_number, n (%)",83,,1 (0.0)
"cycle_number, n (%)",84,,2 (0.0)
"cycle_number, n (%)",85,,2 (0.0)
"cycle_number, n (%)",86,,2 (0.0)
"cycle_number, n (%)",87,,2 (0.0)
"cycle_number, n (%)",88,,2 (0.0)
"cycle_number, n (%)",89,,2 (0.0)
"cycle_number, n (%)",9,,482 (3.1)
"cycle_number, n (%)",90,,2 (0.0)
"cycle_number, n (%)",91,,2 (0.0)
"cycle_number, n (%)",92,,1 (0.0)
"cycle_number, n (%)",93,,1 (0.0)
"cycle_number, n (%)",94,,1 (0.0)
"cycle_number, n (%)",96,,2 (0.0)
"cycle_number, n (%)",97,,2 (0.0)
"cycle_number, n (%)",98,,2 (0.0)
"cycle_number, n (%)",99,,1 (0.0)
